,temp,step_check,persis
2022-06-01 16:05,27.6,0,0
2022-06-01 16:06,27.6,0,0
2022-06-01 16:07,27.5,-0.1,0.1
2022-06-01 16:08,27.5,0,0
2022-06-01 16:09,27.5,0,0
2022-06-01 16:10,27.4,-0.1,0.1
2022-06-01 16:11,27.5,0.1,0.1
2022-06-01 16:12,27.6,0.1,0.1
2022-06-01 16:13,27.5,-0.1,0.1
2022-06-01 16:14,27.5,0,0
2022-06-01 16:15,27.6,0.1,0.1
2022-06-01 16:16,27.5,-0.1,0.1
2022-06-01 16:17,27.5,0,0
2022-06-01 16:18,27.6,0.1,0.1
2022-06-01 16:19,27.7,0.1,0.1
2022-06-01 16:20,27.7,0,0
2022-06-01 16:21,27.7,0,0
2022-06-01 16:22,27.8,0.1,0.1
2022-06-01 16:23,27.9,0.1,0.1
2022-06-01 16:24,27.8,-0.1,0.1
2022-06-01 16:25,27.8,0,0
2022-06-01 16:26,27.8,0,0
2022-06-01 16:27,27.7,-0.1,0.1
2022-06-01 16:28,27.7,0,0
2022-06-01 16:29,27.7,0,0
2022-06-01 16:30,27.6,-0.1,0.1
2022-06-01 16:31,27.6,0,0
2022-06-01 16:32,27.6,0,0
2022-06-01 16:33,27.6,0,0
2022-06-01 16:34,27.6,0,0
2022-06-01 16:35,27.6,0,0
2022-06-01 16:36,27.5,-0.1,0.1
2022-06-01 16:37,27.3,-0.2,0.2
2022-06-01 16:38,27.3,0,0
2022-06-01 16:39,27.3,0,0
2022-06-01 16:40,27.2,-0.1,0.1
2022-06-01 16:41,27.2,0,0
2022-06-01 16:42,27.3,0.1,0.1
2022-06-01 16:43,27.3,0,0
2022-06-01 16:44,27.3,0,0
2022-06-01 16:45,27.3,0,0
2022-06-01 16:46,27.3,0,0
2022-06-01 16:47,27.2,-0.1,0.1
2022-06-01 16:48,27.3,0.1,0.1
2022-06-01 16:49,27.3,0,0
2022-06-01 16:50,27.3,0,0
2022-06-01 16:51,27.3,0,0
2022-06-01 16:52,27.2,-0.1,0.1
2022-06-01 16:53,27.3,0.1,0.1
2022-06-01 16:54,27.2,-0.1,0.1
2022-06-01 16:55,27,-0.2,0.2
2022-06-01 16:56,26.9,-0.1,0.1
2022-06-01 16:57,27,0.1,0.1
2022-06-01 16:58,27,0,0
2022-06-01 16:59,27.1,0.1,0.1
2022-06-01 17:00,27.1,0,0
2022-06-01 17:01,27.1,0,0
2022-06-01 17:02,27.1,0,0
2022-06-01 17:03,27.1,0,0
2022-06-01 17:04,27.1,0,0
2022-06-01 17:05,27,-0.1,0.1
2022-06-01 17:06,27,0,0
2022-06-01 17:07,27,0,0
2022-06-01 17:08,27,0,0
2022-06-01 17:09,27,0,0
2022-06-01 17:10,27,0,0
2022-06-01 17:11,26.9,-0.1,0.1
2022-06-01 17:12,26.9,0,0
2022-06-01 17:13,26.9,0,0
2022-06-01 17:14,26.9,0,0
2022-06-01 17:15,26.9,0,0
2022-06-01 17:16,26.8,-0.1,0.1
2022-06-01 17:17,26.8,0,0
2022-06-01 17:18,26.8,0,0
2022-06-01 17:19,26.8,0,0
2022-06-01 17:20,26.8,0,0
2022-06-01 17:21,26.7,-0.1,0.1
2022-06-01 17:22,26.7,0,0
2022-06-01 17:23,26.7,0,0
2022-06-01 17:24,26.7,0,0
2022-06-01 17:25,26.8,0.1,0.1
2022-06-01 17:26,26.8,0,0
2022-06-01 17:27,26.8,0,0
2022-06-01 17:28,26.8,0,0
2022-06-01 17:29,26.8,0,0
2022-06-01 17:30,26.8,0,0
2022-06-01 17:31,26.7,-0.1,0.1
2022-06-01 17:32,26.6,-0.1,0.1
2022-06-01 17:33,26.6,0,0
2022-06-01 17:34,26.7,0.1,0.1
2022-06-01 17:35,26.6,-0.1,0.1
2022-06-01 17:36,26.6,0,0
2022-06-01 17:37,26.5,-0.1,0.1
2022-06-01 17:38,26.5,0,0
2022-06-01 17:39,26.6,0.1,0.1
2022-06-01 17:40,26.5,-0.1,0.1
2022-06-01 17:41,26.5,0,0
2022-06-01 17:42,26.6,0.1,0.1
2022-06-01 17:43,26.6,0,0
2022-06-01 17:44,26.5,-0.1,0.1
2022-06-01 17:45,26.5,0,0
2022-06-01 17:46,26.5,0,0
2022-06-01 17:47,26.5,0,0
2022-06-01 17:48,26.4,-0.1,0.1
2022-06-01 17:49,26.4,0,0
2022-06-01 17:50,26.4,0,0
2022-06-01 17:51,26.4,0,0
2022-06-01 17:52,26.3,-0.1,0.1
2022-06-01 17:53,26.3,0,0
2022-06-01 17:54,26.4,0.1,0.1
2022-06-01 17:55,26.4,0,0
2022-06-01 17:56,26.4,0,0
2022-06-01 17:57,26.4,0,0
2022-06-01 17:58,26.4,0,0
2022-06-01 17:59,26.4,0,0
2022-06-01 18:00,26.3,-0.1,0.1
2022-06-01 18:01,26.2,-0.1,0.1
2022-06-01 18:02,26.2,0,0
2022-06-01 18:03,26.2,0,0
2022-06-01 18:04,26.2,0,0
2022-06-01 18:05,26.2,0,0
2022-06-01 18:06,26.2,0,0
2022-06-01 18:07,26.1,-0.1,0.1
2022-06-01 18:08,26.1,0,0
2022-06-01 18:09,26.1,0,0
2022-06-01 18:10,26.1,0,0
2022-06-01 18:11,26.1,0,0
2022-06-01 18:12,26,-0.1,0.1
2022-06-01 18:13,25.9,-0.1,0.1
2022-06-01 18:14,25.9,0,0
2022-06-01 18:15,25.9,0,0
2022-06-01 18:16,25.8,-0.1,0.1
2022-06-01 18:17,25.8,0,0
2022-06-01 18:18,25.8,0,0
2022-06-01 18:19,25.7,-0.1,0.1
2022-06-01 18:20,25.6,-0.1,0.1
2022-06-01 18:21,25.6,0,0
2022-06-01 18:22,25.5,-0.1,0.1
2022-06-01 18:23,25.5,0,0
2022-06-01 18:24,25.5,0,0
2022-06-01 18:25,25.4,-0.1,0.1
2022-06-01 18:26,25.4,0,0
2022-06-01 18:27,25.4,0,0
2022-06-01 18:28,25.3,-0.1,0.1
2022-06-01 18:29,25.3,0,0
2022-06-01 18:30,25.2,-0.1,0.1
2022-06-01 18:31,25.2,0,0
2022-06-01 18:32,25.2,0,0
2022-06-01 18:33,25.1,-0.1,0.1
2022-06-01 18:34,25.1,0,0
2022-06-01 18:35,25.1,0,0
2022-06-01 18:36,25.1,0,0
2022-06-01 18:37,25,-0.1,0.1
2022-06-01 18:38,25,0,0
2022-06-01 18:39,25,0,0
2022-06-01 18:40,25,0,0
2022-06-01 18:41,25,0,0
2022-06-01 18:42,25,0,0
2022-06-01 18:43,24.9,-0.1,0.1
2022-06-01 18:44,24.9,0,0
2022-06-01 18:45,24.9,0,0
2022-06-01 18:46,24.9,0,0
2022-06-01 18:47,24.8,-0.1,0.1
2022-06-01 18:48,24.8,0,0
2022-06-01 18:49,24.7,-0.1,0.1
2022-06-01 18:50,24.7,0,0
2022-06-01 18:51,24.7,0,0
2022-06-01 18:52,24.6,-0.1,0.1
2022-06-01 18:53,24.6,0,0
2022-06-01 18:54,24.6,0,0
2022-06-01 18:55,24.5,-0.1,0.1
2022-06-01 18:56,24.5,0,0
2022-06-01 18:57,24.5,0,0
2022-06-01 18:58,24.4,-0.1,0.1
2022-06-01 18:59,24.4,0,0
2022-06-01 19:00,24.3,-0.1,0.1
2022-06-01 19:01,24.3,0,0
2022-06-01 19:02,24.2,-0.1,0.1
2022-06-01 19:03,24.2,0,0
2022-06-01 19:04,24.1,-0.1,0.1
2022-06-01 19:05,24.1,0,0
2022-06-01 19:06,24,-0.1,0.1
2022-06-01 19:07,24,0,0
2022-06-01 19:08,24,0,0
2022-06-01 19:09,23.9,-0.1,0.1
2022-06-01 19:10,23.9,0,0
2022-06-01 19:11,23.8,-0.1,0.1
2022-06-01 19:12,23.8,0,0
2022-06-01 19:13,23.8,0,0
2022-06-01 19:14,23.7,-0.1,0.1
2022-06-01 19:15,23.6,-0.1,0.1
2022-06-01 19:16,23.6,0,0
2022-06-01 19:17,23.6,0,0
2022-06-01 19:18,23.5,-0.1,0.1
2022-06-01 19:19,23.5,0,0
2022-06-01 19:20,23.4,-0.1,0.1
2022-06-01 19:21,23.4,0,0
2022-06-01 19:22,23.3,-0.1,0.1
2022-06-01 19:23,23.3,0,0
2022-06-01 19:24,23.3,0,0
2022-06-01 19:25,23.2,-0.1,0.1
2022-06-01 19:26,23.2,0,0
2022-06-01 19:27,23.1,-0.1,0.1
2022-06-01 19:28,23.1,0,0
2022-06-01 19:29,23.1,0,0
2022-06-01 19:30,23,-0.1,0.1
2022-06-01 19:31,23,0,0
2022-06-01 19:32,23,0,0
2022-06-01 19:33,22.9,-0.1,0.1
2022-06-01 19:34,22.9,0,0
2022-06-01 19:35,22.9,0,0
2022-06-01 19:36,22.8,-0.1,0.1
2022-06-01 19:37,22.8,0,0
2022-06-01 19:38,22.7,-0.1,0.1
2022-06-01 19:39,22.7,0,0
2022-06-01 19:40,22.7,0,0
2022-06-01 19:41,22.7,0,0
2022-06-01 19:42,22.6,-0.1,0.1
2022-06-01 19:43,22.6,0,0
2022-06-01 19:44,22.6,0,0
2022-06-01 19:45,22.6,0,0
2022-06-01 19:46,22.5,-0.1,0.1
2022-06-01 19:47,22.5,0,0
2022-06-01 19:48,22.5,0,0
2022-06-01 19:49,22.5,0,0
2022-06-01 19:50,22.4,-0.1,0.1
2022-06-01 19:51,22.4,0,0
2022-06-01 19:52,22.3,-0.1,0.1
2022-06-01 19:53,22.3,0,0
2022-06-01 19:54,22.3,0,0
2022-06-01 19:55,22.3,0,0
2022-06-01 19:56,22.3,0,0
2022-06-01 19:57,22.3,0,0
2022-06-01 19:58,22.3,0,0
2022-06-01 19:59,22.2,-0.1,0.1
2022-06-01 20:00,22.2,0,0
2022-06-01 20:01,22.2,0,0
2022-06-01 20:02,22.2,0,0
2022-06-01 20:03,22.1,-0.1,0.1
2022-06-01 20:04,22.1,0,0
2022-06-01 20:05,22.1,0,0
2022-06-01 20:06,22.1,0,0
2022-06-01 20:07,22.1,0,0
2022-06-01 20:08,22,-0.1,0.1
2022-06-01 20:09,22,0,0
2022-06-01 20:10,22,0,0
2022-06-01 20:11,22,0,0
2022-06-01 20:12,21.9,-0.1,0.1
2022-06-01 20:13,21.9,0,0
2022-06-01 20:14,21.9,0,0
2022-06-01 20:15,21.9,0,0
2022-06-01 20:16,21.9,0,0
2022-06-01 20:17,21.8,-0.1,0.1
2022-06-01 20:18,21.8,0,0
2022-06-01 20:19,21.8,0,0
2022-06-01 20:20,21.7,-0.1,0.1
2022-06-01 20:21,21.7,0,0
2022-06-01 20:22,21.7,0,0
2022-06-01 20:23,21.7,0,0
2022-06-01 20:24,21.7,0,0
2022-06-01 20:25,21.7,0,0
2022-06-01 20:26,21.7,0,0
2022-06-01 20:27,21.7,0,0
2022-06-01 20:28,21.7,0,0
2022-06-01 20:29,21.7,0,0
2022-06-01 20:30,21.6,-0.1,0.1
2022-06-01 20:31,21.6,0,0
2022-06-01 20:32,21.6,0,0
2022-06-01 20:33,21.5,-0.1,0.1
2022-06-01 20:34,21.5,0,0
2022-06-01 20:35,21.5,0,0
2022-06-01 20:36,21.5,0,0
2022-06-01 20:37,21.4,-0.1,0.1
2022-06-01 20:38,21.4,0,0
2022-06-01 20:39,21.4,0,0
2022-06-01 20:40,21.3,-0.1,0.1
2022-06-01 20:41,21.3,0,0
2022-06-01 20:42,21.3,0,0
2022-06-01 20:43,21.2,-0.1,0.1
2022-06-01 20:44,21.2,0,0
2022-06-01 20:45,21.1,-0.1,0.1
2022-06-01 20:46,21.1,0,0
2022-06-01 20:47,21.1,0,0
2022-06-01 20:48,21,-0.1,0.1
2022-06-01 20:49,21,0,0
2022-06-01 20:50,21,0,0
2022-06-01 20:51,20.9,-0.1,0.1
2022-06-01 20:52,20.9,0,0
2022-06-01 20:53,20.9,0,0
2022-06-01 20:54,20.8,-0.1,0.1
2022-06-01 20:55,20.8,0,0
2022-06-01 20:56,20.8,0,0
2022-06-01 20:57,20.7,-0.1,0.1
2022-06-01 20:58,20.7,0,0
2022-06-01 20:59,20.7,0,0
2022-06-01 21:00,20.7,0,0
2022-06-01 21:01,20.7,0,0
2022-06-01 21:02,20.6,-0.1,0.1
2022-06-01 21:03,20.6,0,0
2022-06-01 21:04,20.6,0,0
2022-06-01 21:05,20.6,0,0
2022-06-01 21:06,20.5,-0.1,0.1
2022-06-01 21:07,20.5,0,0
2022-06-01 21:08,20.4,-0.1,0.1
2022-06-01 21:09,20.4,0,0
2022-06-01 21:10,20.4,0,0
2022-06-01 21:11,20.4,0,0
2022-06-01 21:12,20.4,0,0
2022-06-01 21:13,20.3,-0.1,0.1
2022-06-01 21:14,20.3,0,0
2022-06-01 21:15,20.3,0,0
2022-06-01 21:16,20.3,0,0
2022-06-01 21:17,20.3,0,0
2022-06-01 21:18,20.2,-0.1,0.1
2022-06-01 21:19,20.2,0,0
2022-06-01 21:20,20.2,0,0
2022-06-01 21:21,20.2,0,0
2022-06-01 21:22,20.1,-0.1,0.1
2022-06-01 21:23,20.1,0,0
2022-06-01 21:24,20.1,0,0
2022-06-01 21:25,20.1,0,0
2022-06-01 21:26,20.1,0,0
2022-06-01 21:27,20.1,0,0
2022-06-01 21:28,20,-0.1,0.1
2022-06-01 21:29,20,0,0
2022-06-01 21:30,20,0,0
2022-06-01 21:31,20,0,0
2022-06-01 21:32,20,0,0
2022-06-01 21:33,20,0,0
2022-06-01 21:34,20,0,0
2022-06-01 21:35,19.9,-0.1,0.1
2022-06-01 21:36,19.9,0,0
2022-06-01 21:37,19.9,0,0
2022-06-01 21:38,19.9,0,0
2022-06-01 21:39,19.8,-0.1,0.1
2022-06-01 21:40,19.8,0,0
2022-06-01 21:41,19.8,0,0
2022-06-01 21:42,19.8,0,0
2022-06-01 21:43,19.8,0,0
2022-06-01 21:44,19.8,0,0
2022-06-01 21:45,19.8,0,0
2022-06-01 21:46,19.8,0,0
2022-06-01 21:47,19.8,0,0
2022-06-01 21:48,19.8,0,0
2022-06-01 21:49,19.7,-0.1,0.1
2022-06-01 21:50,19.7,0,0
2022-06-01 21:51,19.7,0,0
2022-06-01 21:52,19.7,0,0
2022-06-01 21:53,19.7,0,0
2022-06-01 21:54,19.7,0,0
2022-06-01 21:55,19.7,0,0
2022-06-01 21:56,19.7,0,0
2022-06-01 21:57,19.6,-0.1,0.1
2022-06-01 21:58,19.6,0,0
2022-06-01 21:59,19.6,0,0
2022-06-01 22:00,19.6,0,0
2022-06-01 22:01,19.6,0,0
2022-06-01 22:02,19.5,-0.1,0.1
2022-06-01 22:03,19.5,0,0
2022-06-01 22:04,19.5,0,0
2022-06-01 22:05,19.5,0,0
2022-06-01 22:06,19.5,0,0
2022-06-01 22:07,19.5,0,0
2022-06-01 22:08,19.5,0,0
2022-06-01 22:09,19.5,0,0
2022-06-01 22:10,19.5,0,0
2022-06-01 22:11,19.4,-0.1,0.1
2022-06-01 22:12,19.4,0,0
2022-06-01 22:13,19.4,0,0
2022-06-01 22:14,19.4,0,0
2022-06-01 22:15,19.4,0,0
2022-06-01 22:16,19.4,0,0
2022-06-01 22:17,19.4,0,0
2022-06-01 22:18,19.4,0,0
2022-06-01 22:19,19.4,0,0
2022-06-01 22:20,19.3,-0.1,0.1
2022-06-01 22:21,19.3,0,0
2022-06-01 22:22,19.3,0,0
2022-06-01 22:23,19.3,0,0
2022-06-01 22:24,19.3,0,0
2022-06-01 22:25,19.3,0,0
2022-06-01 22:26,19.3,0,0
2022-06-01 22:27,19.3,0,0
2022-06-01 22:28,19.3,0,0
2022-06-01 22:29,19.3,0,0
2022-06-01 22:30,19.3,0,0
2022-06-01 22:31,19.2,-0.1,0.1
2022-06-01 22:32,19.2,0,0
2022-06-01 22:33,19.2,0,0
2022-06-01 22:34,19.2,0,0
2022-06-01 22:35,19.2,0,0
2022-06-01 22:36,19.2,0,0
2022-06-01 22:37,19.2,0,0
2022-06-01 22:38,19.1,-0.1,0.1
2022-06-01 22:39,19.1,0,0
2022-06-01 22:40,19.1,0,0
2022-06-01 22:41,19.1,0,0
2022-06-01 22:42,19.1,0,0
2022-06-01 22:43,19,-0.1,0.1
2022-06-01 22:44,19.1,0.1,0.1
2022-06-01 22:45,19.1,0,0
2022-06-01 22:46,19.1,0,0
2022-06-01 22:47,19,-0.1,0.1
2022-06-01 22:48,19,0,0
2022-06-01 22:49,19,0,0
2022-06-01 22:50,19,0,0
2022-06-01 22:51,19,0,0
2022-06-01 22:52,19,0,0
2022-06-01 22:53,19,0,0
2022-06-01 22:54,19,0,0
2022-06-01 22:55,18.9,-0.1,0.1
2022-06-01 22:56,18.9,0,0
2022-06-01 22:57,18.9,0,0
2022-06-01 22:58,18.9,0,0
2022-06-01 22:59,18.9,0,0
2022-06-01 23:00,18.9,0,0
2022-06-01 23:01,18.9,0,0
2022-06-01 23:02,18.9,0,0
2022-06-01 23:03,18.9,0,0
2022-06-01 23:04,18.9,0,0
2022-06-01 23:05,18.9,0,0
2022-06-01 23:06,18.9,0,0
2022-06-01 23:07,18.9,0,0
2022-06-01 23:08,18.9,0,0
2022-06-01 23:09,18.9,0,0
2022-06-01 23:10,18.9,0,0
2022-06-01 23:11,18.9,0,0
2022-06-01 23:12,18.8,-0.1,0.1
2022-06-01 23:13,18.8,0,0
2022-06-01 23:14,18.8,0,0
2022-06-01 23:15,18.8,0,0
2022-06-01 23:16,18.8,0,0
2022-06-01 23:17,18.8,0,0
2022-06-01 23:18,18.8,0,0
2022-06-01 23:19,18.8,0,0
2022-06-01 23:20,18.8,0,0
2022-06-01 23:21,18.8,0,0
2022-06-01 23:22,18.7,-0.1,0.1
2022-06-01 23:23,18.7,0,0
2022-06-01 23:24,18.7,0,0
2022-06-01 23:25,18.7,0,0
2022-06-01 23:26,18.7,0,0
2022-06-01 23:27,18.6,-0.1,0.1
2022-06-01 23:28,18.6,0,0
2022-06-01 23:29,18.6,0,0
2022-06-01 23:30,18.6,0,0
2022-06-01 23:31,18.6,0,0
2022-06-01 23:32,18.5,-0.1,0.1
2022-06-01 23:33,18.5,0,0
2022-06-01 23:34,18.4,-0.1,0.1
2022-06-01 23:35,18.4,0,0
2022-06-01 23:36,18.4,0,0
2022-06-01 23:37,18.4,0,0
2022-06-01 23:38,18.4,0,0
2022-06-01 23:39,18.4,0,0
2022-06-01 23:40,18.3,-0.1,0.1
2022-06-01 23:41,18.3,0,0
2022-06-01 23:42,18.3,0,0
2022-06-01 23:43,18.3,0,0
2022-06-01 23:44,18.3,0,0
2022-06-01 23:45,18.3,0,0
2022-06-01 23:46,18.3,0,0
2022-06-01 23:47,18.3,0,0
2022-06-01 23:48,18.3,0,0
2022-06-01 23:49,18.3,0,0
2022-06-01 23:50,18.3,0,0
2022-06-01 23:51,18.3,0,0
2022-06-01 23:52,18.3,0,0
2022-06-01 23:53,18.3,0,0
2022-06-01 23:54,18.2,-0.1,0.1
2022-06-01 23:55,18.2,0,0
2022-06-01 23:56,18.2,0,0
2022-06-01 23:57,18.2,0,0
2022-06-01 23:58,18.2,0,0
2022-06-01 23:59,18.2,0,0
2022-06-02 0:00,18.1,-0.1,0.1
